state,latitude,longitude,city,name,status,founded_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,avg_participants,is_top500,id,funding_duration_first,funding_duration_last,broad_category,funding_category
California,36.116203,-119.681564,San Francisco,InVitae,operating,2012-01-01,2011-03-29,2013-12-10,-0.76,1.94,0.67,0.67,4,3,71857112,1,CA,biotech,1,0,1,0,0,5.0,0,1334,-278,709,software,High
California,36.116203,-119.681564,Pleasanton,SmartZip Analytics,operating,2009-01-01,2009-03-10,2010-04-19,0.19,1.3,0.0,1.7,12,2,6550000,2,CA,analytics,1,0,1,0,0,3.0,1,1335,68,473,Software,Medium
California,36.116203,-119.681564,San Francisco,Keas,operating,2008-01-01,2009-06-01,2013-06-25,1.42,5.48,3.6,5.33,22,3,25500000,3,CA,enterprise,0,0,1,1,0,2.33,1,1336,517,2002,Software,High
California,36.116203,-119.681564,Sunnyvale,Gainspeed,operating,2012-01-01,2013-01-14,2013-10-23,1.04,1.81,0.0,0.0,8,2,23272000,1,CA,network_hosting,0,0,1,1,0,2.0,1,1337,379,661,Software,High
California,37.3723285,-122.0650215,Mountain View,PayTango,operating,2012-08-01,2013-01-01,2013-01-01,0.42,0.42,0.0,0.0,4,1,700000,1,CA,software,0,1,0,0,0,2.0,1,1338,153,153,Software,Low
New York,40.75406,-73.999003,New York,33Across,operating,2007-09-01,2009-03-13,2012-07-19,1.53,4.88,3.35,6.01,23,4,24134560,3,NY,advertising,0,1,1,1,1,4.25,1,1339,559,1783,Service,High
California,36.116203,-119.681564,Palo Alto,Qubole,operating,2011-01-01,2013-04-24,2013-04-24,2.31,2.31,2.16,2.16,3,1,7000000,1,CA,enterprise,0,0,1,0,0,4.0,1,1340,844,844,Software,Medium
California,36.116203,-119.681564,San Francisco,thredUP,operating,2009-01-01,2010-02-24,2012-10-03,1.15,3.76,2.0,4.33,6,5,25820000,2,CA,fashion,1,0,0,1,1,2.5,1,1341,419,1371,Business,High
California,36.116203,-119.681564,Redwood City,Poken,operating,2007-12-17,2010-05-18,2010-05-18,2.42,2.42,2.42,4.29,18,1,1800000,3,CA,enterprise,0,0,1,0,0,1.0,0,1342,883,883,Software,Low
California,37.442601,-122.162159,San JOSE,Powervation,operating,2006-01-01,2007-12-17,2012-12-05,1.96,6.93,5.0,5.0,12,4,26996651,1,CA,hardware,0,0,1,1,1,3.75,1,1343,715,2530,Hardware,High
California,36.116203,-119.681564,San Mateo,Pivotal,operating,2013-01-01,2013-04-24,2013-05-14,0.31,0.36,0.0,0.86,7,2,210111114,2,CA,enterprise,1,0,0,0,0,1.0,0,1344,113,133,Software,High
California,37.7891642,-122.4015878,San Francisco,PresenceLearning,operating,2009-01-01,2013-04-26,2013-04-26,4.32,4.32,2.0,2.0,3,1,8000000,1,CA,education,1,0,0,0,0,6.0,1,1345,1576,1576,Service,Medium
Texas,31.054487,-97.563461,Plano,BookShout!,operating,2011-02-01,2011-02-11,2013-04-25,0.03,2.23,-1.08,2.57,1,3,8750000,2,TX,software,0,1,1,1,0,1.0,0,1346,10,814,Software,Medium
California,36.116203,-119.681564,San Francisco,Clustrix,operating,2006-01-01,2006-01-01,2013-08-19,0.0,7.64,7.05,7.59,20,6,47750000,2,CA,enterprise,1,1,0,1,1,2.8,1,1347,0,2787,Software,High
New York,42.165726,-74.948051,Brooklyn,Dash Software,operating,2011-01-01,2013-07-18,2013-07-18,2.55,2.55,0.0,0.0,2,1,700000,1,NY,mobile,0,1,0,0,0,3.0,1,1348,929,929,software,Low
California,36.116203,-119.681564,Los Angeles,Moonfrye,operating,2012-01-01,2013-04-25,2013-11-25,1.32,1.9,1.0,1.62,1,2,3600000,2,CA,web,0,1,0,0,0,4.0,1,1349,480,694,Software,Medium
Minnesota,45.694454,-93.900192,Maple Grove,Conventus Orthopaedics,operating,2009-01-01,2013-03-04,2013-10-03,4.17,4.76,2.0,2.0,3,2,16900333,1,MN,biotech,1,0,0,0,0,3.0,0,1350,1523,1736,software,High
New York,40.739992,-74.003839,New York,Plated,operating,2012-01-01,2013-04-02,2013-05-09,1.25,1.35,1.93,1.93,3,2,1400000,1,NY,ecommerce,0,1,0,0,0,4.0,1,1351,457,494,Software,Low
Florida,28.5404604,-81.3797629,Orlando,TapShield,operating,2013-02-02,2013-08-29,2013-12-10,0.57,0.85,0.66,0.66,9,2,1350000,1,FL,security,0,1,0,0,0,1.0,0,1352,208,311,Service,Low
Tennessee,35.747845,-86.692345,Chattanooga,SupplyHog,operating,2011-01-01,2013-06-07,2013-06-07,2.43,2.43,1.0,1.0,2,1,2500000,1,TN,real_estate,0,0,0,0,0,2.0,1,1353,888,888,Business,Medium
Wisconsin,43.0748093,-89.3813697,Madison,Drifty,closed,2012-01-01,2013-01-01,2013-01-01,1.0,1.0,0.0,0.0,2,1,118000,1,WI,web,0,1,0,0,0,1.0,1,1354,366,366,Software,Low
California,36.116203,-119.681564,Palo Alto,Conspire,operating,2012-07-01,2013-01-14,2013-01-14,0.54,0.54,0.0,0.0,2,1,118000,1,CA,analytics,0,1,0,0,0,1.0,1,1355,197,197,Software,Low
New York,40.7040072,-73.986759,Brooklyn,Maker's Row,operating,2012-11-01,2013-07-19,2013-07-19,0.71,0.71,0.0,0.71,3,1,1000000,2,NY,other,0,1,0,0,0,8.0,1,1356,260,260,Business,Low
New York,40.7575819,-73.9759558,New York,LightSail Education,operating,2012-05-01,2013-11-18,2013-11-18,1.55,1.55,1.13,1.29,6,1,3500000,2,NY,education,0,0,1,0,0,2.0,0,1357,566,566,Service,Medium
Ohio,39.1097811,-84.5051496,Cincinnati,BlackbookHR,closed,2009-11-01,2011-09-01,2011-09-01,1.83,1.83,3.41,3.41,6,1,1250000,1,OH,enterprise,0,1,0,0,0,2.0,1,1359,669,669,Software,Low
New York,40.758343,-73.990152,New York,Magnetic,operating,2008-01-01,2009-03-16,2012-06-07,1.21,4.44,4.5,5.17,28,3,16250000,2,NY,advertising,0,1,1,1,0,5.0,1,1360,440,1619,Service,High
New York,40.7492278,-73.9944757,New York,PaintZen,operating,2013-04-01,2013-09-24,2013-09-24,0.48,0.48,0.0,0.0,3,1,220000,1,NY,web,0,1,0,0,0,1.0,1,1361,176,176,Software,Low
California,36.116203,-119.681564,West Hollywood,F.8 Interactive,operating,2007-01-01,2013-04-30,2013-04-30,6.33,6.33,6.17,6.17,8,1,150000,1,CA,games_video,0,1,0,0,0,1.0,0,1362,2311,2311,Software,Low
California,36.116203,-119.681564,West Hollywood,Snapcious,operating,2011-04-01,2012-12-01,2012-12-01,1.67,1.67,2.18,2.18,10,1,150000,1,CA,mobile,0,1,0,0,0,1.0,0,1363,610,610,software,Low
Ohio,41.50699,-81.66789,Cleveland,LibriLoop,closed,2010-05-16,2011-09-06,2011-09-06,1.31,1.31,0.0,0.0,1,1,50000,1,OH,cleantech,0,1,0,0,0,1.0,0,1366,478,478,Business,Low
Maine,44.693947,-69.381927,Portland,CashStar,operating,2007-12-01,2008-01-01,2012-07-10,0.08,4.61,3.09,4.61,21,4,26000000,3,ME,ecommerce,1,0,1,1,1,3.0,1,1367,31,1683,Software,High
California,37.398129,-122.013449,Mountain View,Play-i,operating,2012-11-01,2013-05-01,2013-12-06,0.5,1.1,0.17,1.1,4,2,2400000,2,CA,hardware,0,1,0,0,0,2.0,1,1368,181,400,Hardware,Medium
Massachusetts,42.230171,-71.530106,Boston,Crimson Hexagon,operating,2007-08-01,2011-01-06,2012-09-28,3.44,5.16,3.81,6.28,21,3,10478844,3,MA,analytics,0,0,0,1,0,1.0,0,1369,1254,1885,Software,Medium
Massachusetts,42.3406534,-71.0680027,Boston,SCVNGR,operating,2008-01-01,2008-06-01,2012-08-02,0.42,4.59,3.36,4.59,9,6,40785000,3,MA,games_video,1,1,1,1,0,2.0,1,1370,152,1675,Software,High
New York,40.720391,-73.9983139,New York,Kapitall,operating,2008-03-01,2010-09-17,2010-09-17,2.55,2.55,2.59,4.42,24,1,7300000,3,NY,finance,0,0,1,0,0,2.0,0,1372,930,930,Service,Medium
Massachusetts,42.3847233,-71.2643385,Waltham,Q Factor Communications,operating,2012-02-01,2012-11-13,2013-10-29,0.78,1.74,2.38,2.38,12,2,8143000,1,MA,mobile,0,0,1,0,0,2.0,1,1373,286,636,software,Medium
California,37.7651521,-122.3946941,San Francisco,Channel Medsystems,operating,2009-01-01,2013-05-02,2013-05-02,4.33,4.33,0.0,0.0,2,1,9787000,1,CA,biotech,0,0,0,1,0,3.0,0,1374,1582,1582,software,Medium
Washington,47.400902,-121.490494,Bellingham WA,AVA.ai,operating,2007-01-01,2013-05-02,2013-05-02,6.34,6.34,6.17,6.17,3,1,16000000,1,WA,consulting,0,0,0,0,0,1.0,0,1375,2313,2313,Business,High
California,37.4484914,-122.1802812,Menlo Park,Curious.com,operating,2012-01-01,2012-05-01,2013-05-02,0.33,1.33,0.0,1.65,2,2,14500000,2,CA,education,1,0,1,0,0,2.5,1,1376,121,487,Service,High
New York,40.7078343,-74.0136605,New York,GameChanger Media,operating,2009-01-01,2009-01-31,2011-11-29,0.08,2.91,2.45,3.12,8,5,3637657,2,NY,software,1,1,0,0,0,1.0,1,1377,30,1062,Software,Medium
Pennsylvania,39.9502045,-75.1618758,Philadelphia,Snipi,operating,2007-01-01,2011-11-04,2013-01-11,4.84,6.03,2.36,2.36,1,2,4025000,1,PA,ecommerce,0,0,1,0,0,4.0,1,1378,1768,2202,Software,Medium
California,36.116203,-119.681564,San Francisco,Medlert,operating,2011-01-01,2012-01-01,2013-09-23,1.0,2.73,1.0,1.0,2,3,1275388,1,CA,health,0,1,0,0,0,1.0,0,1379,365,996,Service,Low
California,38.542425,-121.743929,Davis,Greekdrop,closed,2012-08-01,2013-01-01,2013-01-01,0.42,0.42,-0.17,-0.17,1,1,10000,1,CA,ecommerce,0,1,0,0,0,1.0,0,1380,153,153,Software,Low
Washington,47.6103008,-122.3399782,Seattle,Z2Live,operating,2009-01-01,2008-10-01,2011-03-30,-0.25,2.24,0.61,3.5,13,3,6499999,3,WA,games_video,0,0,1,1,0,1.33,1,1381,-92,818,Software,Medium
Minnesota,44.977482,-93.264351,Minneapolis,SwapBeats,closed,2008-03-04,2013-02-04,2013-02-04,4.93,4.93,3.24,4.83,15,1,300000,2,MN,software,0,1,0,0,0,3.0,0,1382,1798,1798,Software,Low
California,36.116203,-119.681564,Berkeley,BioBeats,operating,2012-01-01,2013-08-01,2013-08-01,1.58,1.58,1.0,1.58,5,1,650000,2,CA,health,0,1,0,0,0,4.0,0,1383,578,578,Service,Low
California,37.7824505,-122.4107479,San Francisco,Minbox,closed,2012-04-01,2012-05-11,2012-05-11,0.11,0.11,0.0,0.0,3,1,800000,1,CA,software,0,1,0,0,0,8.0,1,1384,40,40,Software,Low
New York,42.165726,-74.948051,New York,LendKey Technologies,operating,2007-01-01,2013-08-07,2013-08-07,6.6,6.6,1.58,6.6,4,1,12500000,2,NY,network_hosting,0,0,0,1,0,4.0,1,1385,2410,2410,Software,High
California,37.485062,-122.210949,Redwood City,PayClip,operating,2013-04-01,2013-04-01,2013-11-17,0.0,0.63,0.17,0.17,5,3,3625000,1,CA,mobile,0,1,0,0,0,2.5,0,1387,0,230,software,Medium
New York,40.7413035,-73.9929207,New York,AppCard,operating,2011-01-01,2012-01-01,2012-01-01,1.0,1.0,1.0,1.0,3,1,6500000,1,NY,advertising,0,0,1,0,0,4.0,1,1388,365,365,Service,Medium
California,34.1012181,-118.325739,Los Angeles,Ranker,operating,2008-05-02,2008-06-01,2013-06-27,0.08,5.16,3.42,5.16,13,4,5100000,3,CA,web,1,1,1,0,0,6.33,1,1389,30,1882,Software,Medium
California,36.116203,-119.681564,SF,Prompt.ly,operating,2013-01-01,2013-11-25,2013-11-25,0.9,0.9,0.0,0.0,2,1,1500000,1,CA,software,0,0,0,0,0,2.0,0,1390,328,328,Software,Low
California,36.116203,-119.681564,Sunnyvale,Muzzley,closed,2012-03-01,2012-12-10,2013-03-01,0.78,1.0,0.92,0.92,3,2,1000000,1,CA,software,0,1,1,0,0,1.0,1,1391,284,365,Software,Low
California,34.007112,-118.489748,Santa Monica,Tongal,operating,2009-05-01,2008-06-01,2013-01-14,-0.92,3.71,3.71,3.71,13,2,16000000,1,CA,web,0,1,1,0,0,1.0,1,1392,-334,1354,Software,High
California,36.116203,-119.681564,San Diego,Lumena Pharmaceuticals,operating,2011-01-01,2012-05-24,2013-05-08,1.39,2.35,0.08,0.08,3,2,25550150,1,CA,biotech,0,0,1,0,0,3.0,1,1393,509,858,software,High
California,36.116203,-119.681564,San Francisco,Pict,operating,2012-02-03,2013-04-26,2013-04-26,1.23,1.23,1.0,1.22,2,1,1400000,2,CA,ecommerce,0,1,0,0,0,9.0,1,1394,448,448,Software,Low
Tennessee,35.747845,-86.692345,Memphis,Boosterville,operating,2013-02-08,2013-02-01,2013-02-01,-0.02,-0.02,0.0,0.27,2,1,15000,2,TN,mobile,0,1,0,0,0,2.0,0,1395,-7,-7,software,Low
California,36.116203,-119.681564,Irvine,uParts,operating,2011-01-01,2013-05-10,2013-05-10,2.36,2.36,1.0,1.0,1,1,2000000,1,CA,ecommerce,0,0,1,0,0,2.0,1,1396,860,860,Software,Low
California,36.116203,-119.681564,San Jose,1World Online,closed,2011-12-01,2013-07-02,2013-07-02,1.59,1.59,1.27,1.58,4,1,1000000,2,CA,enterprise,0,0,1,0,0,1.0,0,1398,579,579,Software,Low
New York,40.745245,-73.988347,New York,Everwise,closed,2012-04-01,2012-05-01,2013-06-19,0.08,1.22,0.75,0.75,2,2,3450000,1,NY,software,0,1,0,0,0,1.0,1,1400,30,444,Software,Medium
Illinois,40.349457,-88.986137,Chicago,Pangea,operating,2012-09-01,2013-05-01,2013-05-01,0.66,0.66,-5.67,-5.67,4,1,1000000,1,IL,finance,0,1,0,0,0,7.0,1,1401,242,242,Service,Low
Georgia,33.040619,-83.643074,Atlanta,T5 Data Centers,operating,2008-01-01,2013-05-14,2013-05-14,5.37,5.37,5.37,5.37,0,1,113000000,1,GA,security,0,0,0,0,0,3.0,0,1402,1960,1960,Service,High
California,37.5389117,-122.0644999,Newark,CellScape,operating,2008-01-01,2009-05-01,2013-05-10,1.33,5.36,5.01,5.01,5,5,12000000,1,CA,biotech,1,1,1,1,0,1.75,1,1403,486,1956,software,High
New York,40.73343,-73.990967,New York,Chartbeat,operating,2009-04-01,2010-09-01,2012-04-16,1.42,3.04,1.79,4.68,17,4,14475000,3,NY,analytics,1,0,0,1,0,7.0,1,1404,518,1111,Software,High
California,36.116203,-119.681564,Newport Beach,Airware,operating,2011-01-01,2013-03-31,2013-05-15,2.25,2.37,1.12,1.12,1,2,13700000,1,CA,hardware,0,0,1,0,0,8.0,1,1405,820,865,Hardware,High
California,36.116203,-119.681564,San Francisco,One Kings Lane,operating,2009-01-01,2009-12-06,2012-12-12,0.93,3.95,0.93,4.73,26,4,113000000,3,CA,ecommerce,1,0,0,1,1,4.0,1,1406,339,1441,Software,High
Hawaii,21.094318,-157.498337,Honolulu,Volta Industries,closed,2010-01-01,2012-07-27,2013-07-01,2.57,3.5,3.09,3.09,3,3,210000,1,HI,real_estate,1,1,0,0,0,1.0,0,1407,938,1277,Business,Low
Washington,47.400902,-121.490494,Bothell,WeVorce,operating,2012-01-01,2013-03-01,2013-11-21,1.16,1.89,1.89,1.89,1,2,1700000,1,WA,legal,0,1,0,0,0,1.5,1,1408,425,690,Service,Low
California,37.393836,-122.099454,Mountain View,HyTrust,operating,2008-01-01,2009-04-06,2013-08-26,1.26,5.65,2.2,5.66,16,3,34500000,3,CA,security,0,0,1,1,1,4.33,1,1409,461,2064,Service,High
Georgia,33.954713,-84.2213281,Norcross,Suniva,operating,2006-01-01,2008-02-01,2011-04-14,2.08,5.28,2.0,2.0,17,3,219400000,1,GA,cleantech,1,0,0,1,1,5.0,1,1410,761,1929,Business,High
New York,40.7065753,-74.0064639,New York,Justworks,operating,2012-10-01,2013-10-16,2013-10-16,1.04,1.04,0.62,0.62,4,1,1000000,1,NY,other,0,1,0,0,0,2.0,1,1411,380,380,Business,Low
California,33.878375,-118.3669308,Redondo Beach,Ninja Metrics,operating,2010-01-01,2012-07-17,2013-11-11,2.54,3.86,3.25,3.25,3,2,5400000,1,CA,analytics,1,0,1,0,0,2.5,1,1412,928,1410,Software,Medium
Washington,47.6209107,-122.361239,Seattle,ExtraHop Networks,operating,2007-01-01,2009-04-14,2011-05-03,2.28,4.34,2.28,3.0,9,2,19100000,2,WA,enterprise,0,0,1,1,0,2.5,1,1413,834,1583,Software,High
California,37.3834395,-122.0130457,Sunnyvale,FiscalNote,closed,2013-04-01,2013-06-01,2013-09-11,0.17,0.45,0.45,0.45,13,3,1231500,1,CA,enterprise,0,1,0,0,0,2.0,1,1415,61,163,Software,Low
California,36.116203,-119.681564,Irvine,Oculus VR,operating,2012-07-01,2012-08-01,2013-06-17,0.08,0.96,1.08,1.08,7,2,18400000,1,CA,hardware,0,0,1,0,0,5.0,1,1416,31,351,Hardware,High
Massachusetts,42.365867,-71.092285,Cambridge,Basho Technologies,operating,2007-12-01,2009-04-09,2012-07-17,1.36,4.63,3.58,5.19,18,6,33393001,3,MA,software,1,0,0,0,1,1.67,0,1418,495,1690,Software,High
California,36.116203,-119.681564,Encino,DanceOn,operating,2010-01-01,2013-10-10,2013-10-10,3.78,3.78,3.16,3.78,3,1,4000000,2,CA,music,1,0,0,0,0,2.0,0,1419,1378,1378,Service,Medium
California,38.709006,-121.084432,El Dorado Hills,BoardEvals,operating,2008-08-19,2008-08-01,2008-08-01,-0.05,-0.05,0.87,0.87,2,1,100000,1,CA,software,0,1,0,0,0,1.0,0,1420,-18,-18,Software,Low
California,37.7973814,-122.4052618,San Francisco,popexpert,operating,2012-01-01,2012-11-28,2013-05-21,0.91,1.39,1.39,1.39,3,4,4200000,1,CA,education,0,1,0,0,0,7.0,1,1421,332,506,Service,Medium
California,36.116203,-119.681564,Cupertino,Skyhigh Networks,operating,2011-01-01,2012-04-09,2013-05-22,1.27,2.39,1.0,2.39,6,2,26500000,2,CA,enterprise,0,0,0,1,0,2.0,1,1422,464,872,Software,High
Wisconsin,43.0739707,-89.3827247,Madison,Subsidence,operating,2012-08-20,2013-07-31,2013-07-31,0.95,0.95,-0.05,-0.05,1,1,50000,1,WI,analytics,0,1,0,0,0,2.0,0,1423,345,345,Software,Low
Colorado,40.02375,-105.226353,Boulder,OPX Biotechnologies,operating,2007-01-01,2007-05-01,2011-07-07,0.33,4.52,6.01,6.01,13,4,57600000,1,CO,cleantech,0,1,1,1,1,3.25,1,1424,120,1648,Business,High
Pennsylvania,40.590752,-77.209755,Pittsburgh,Foundation Radiology Group,operating,2006-01-01,2009-04-13,2013-07-08,3.28,7.52,2.0,2.0,1,2,16000000,1,PA,biotech,0,0,1,0,0,1.5,1,1425,1198,2745,software,High
New York,42.165726,-74.948051,New York,Zula,operating,2012-03-01,2013-05-22,2013-11-18,1.22,1.72,1.72,1.72,2,2,1000000,1,NY,mobile,0,1,0,0,0,4.5,1,1426,447,627,software,Low
Colorado,39.89674,-105.07359,Westminster,SpotXchange,operating,2006-11-01,2008-01-01,2010-12-15,1.17,4.12,4.12,6.17,23,2,12000000,2,CO,advertising,0,1,1,0,0,1.0,1,1427,426,1505,Service,High
California,36.116203,-119.681564,Aliso Viejo,Inceptus Medical,operating,2011-06-01,2013-10-16,2013-10-16,2.38,2.38,-0.41,-0.41,2,1,4700000,1,CA,medical,0,0,1,0,0,2.0,1,1428,868,868,Service,Medium
California,37.4757796,-121.9382415,Fremont,SolarEdge,operating,2006-01-01,2009-10-01,2011-10-24,3.75,5.81,5.75,5.75,7,3,85000000,1,CA,cleantech,1,0,0,1,1,6.33,1,1429,1369,2122,Business,High
Massachusetts,42.230171,-71.530106,Newton,InStream Media,closed,2007-01-01,2009-03-30,2011-05-26,2.24,4.4,4.0,4.69,5,3,2142981,2,MA,advertising,1,0,1,0,0,2.0,1,1430,819,1606,Service,Medium
Washington,47.400902,-121.490494,Seattle,Cozi,closed,2013-01-30,2013-01-31,2013-01-31,0.0,0.0,0.0,0.0,5,1,5800000,1,WA,mobile,0,0,1,0,0,3.0,0,1431,1,1,software,Medium
Illinois,41.8883695,-87.6353645,Chicago,SimpleRelevance,closed,2012-01-07,2012-03-01,2013-05-28,0.15,1.39,1.23,1.64,9,3,1268000,2,IL,software,0,1,1,0,0,2.33,1,1433,54,507,Software,Low
Pennsylvania,40.590752,-77.209755,Radnor,Novira Therapeutics,operating,2009-01-01,2011-07-26,2013-03-25,2.56,4.23,-2.0,-2.0,9,4,43995221,1,PA,biotech,0,0,1,1,0,3.0,1,1434,936,1544,software,High
Washington,47.6097449,-122.196699,Bellevue,Limeade,operating,2006-02-01,2007-01-01,2012-11-08,0.92,6.77,6.92,6.92,18,3,8993894,1,WA,health,0,1,1,1,0,1.0,1,1435,334,2472,Service,Medium
Washington,47.61766,-122.194024,Bellevue,Tipbit,closed,2011-01-01,2013-05-22,2013-05-22,2.39,2.39,2.62,2.62,2,1,1950000,1,WA,software,0,0,0,0,0,2.0,1,1436,872,872,Software,Low
California,36.116203,-119.681564,San Francisco,Sqwiggle,operating,2013-02-01,2013-08-29,2013-08-29,0.57,0.57,0.08,0.08,4,1,1100000,1,CA,software,0,1,0,0,0,7.0,1,1437,209,209,Software,Low
California,36.116203,-119.681564,San Francisco,Cotap,operating,2013-05-01,2013-05-28,2013-05-28,0.07,0.07,0.0,0.42,3,1,5500000,3,CA,mobile,0,0,1,0,0,2.0,1,1438,27,27,software,Medium
Missouri,38.6356297,-90.2459181,ST. LOUIS,GeneriCo,operating,2013-01-01,2013-05-15,2013-05-15,0.37,0.37,0.0,0.0,1,1,435000,1,MO,biotech,0,0,0,0,0,1.0,0,1439,134,134,software,Low
Pennsylvania,39.9564403,-75.1961715,Philadelphia,Vuzit,operating,2006-06-06,2006-07-01,2008-12-22,0.07,2.55,1.57,1.57,6,3,355000,1,PA,software,0,1,0,0,0,1.0,1,1440,25,930,Software,Low
California,37.383844,-121.918319,Palo Alto,Mixbook,operating,2006-08-30,2008-01-01,2011-08-01,1.34,4.92,3.68,7.23,4,2,11000000,4,CA,web,0,0,1,1,0,1.5,1,1441,489,1797,Software,Medium
Washington,47.5826585,-122.1352822,Bellevue,DataSphere,operating,2006-01-01,2010-01-05,2012-03-13,4.01,6.2,4.45,5.0,13,3,28805381,2,WA,advertising,0,0,0,1,1,1.0,1,1443,1465,2263,Service,High
New York,42.165726,-74.948051,New York,Greenhouse Software,closed,2012-01-01,2012-05-01,2013-11-14,0.33,1.87,0.33,0.33,3,3,3730270,1,NY,software,1,1,0,0,0,4.0,1,1445,121,683,Software,Medium
California,36.116203,-119.681564,Sunnyvale,Nanostim,operating,2007-01-01,2011-02-04,2013-05-03,4.1,6.34,2.0,2.0,3,5,38000903,1,CA,medical,1,0,0,0,0,3.0,1,1447,1495,2314,Service,High
Georgia,33.040619,-83.643074,Atlanta,Reflex Systems,operating,2008-04-01,2009-04-17,2011-05-27,1.04,3.15,-0.54,3.15,2,2,18500000,2,GA,security,0,0,1,1,0,1.0,0,1448,381,1151,Service,High
Massachusetts,42.230171,-71.530106,Boston,DataXu,operating,2009-09-01,2009-04-17,2013-02-07,-0.38,3.44,3.42,3.44,22,3,45800000,2,MA,advertising,0,0,1,1,1,3.0,1,1449,-137,1255,Service,High
Washington,47.400902,-121.490494,Seattle,Linea,operating,2011-04-01,2013-05-31,2013-05-31,2.17,2.17,2.0,2.17,2,1,4000000,2,WA,photo_video,0,0,0,0,0,1.0,0,1450,791,791,Software,Medium
California,36.116203,-119.681564,Hayward,Moximed,operating,2006-01-01,2011-12-05,2012-01-01,5.93,6.0,2.5,2.5,3,2,47607656,1,CA,biotech,1,0,1,0,0,4.0,1,1452,2164,2191,software,High
New York,42.165726,-74.948051,NEW-YORK,Happy Cloud,operating,2011-01-01,2013-04-23,2013-05-22,2.31,2.39,2.42,2.42,3,2,8500000,1,NY,games_video,0,0,1,0,0,3.0,1,1453,843,872,Software,Medium
California,37.2624336,-121.9577118,Campbell,"ChargePoint, Inc.",operating,2007-01-01,2009-01-26,2012-05-07,2.07,5.35,4.44,5.0,18,4,80250000,2,CA,cleantech,0,0,1,1,1,4.0,1,1454,756,1953,Business,High
Massachusetts,42.3028939,-71.0526443,Boston,Freight Farms,operating,2011-01-01,2013-02-25,2013-12-09,2.15,2.94,-1.0,-1.0,2,2,1200000,1,MA,other,0,1,1,0,0,2.0,1,1455,786,1073,Business,Low
California,36.116203,-119.681564,San Francisco,August,operating,2013-01-01,2013-01-01,2013-11-19,0.0,0.88,0.75,0.88,4,2,10000000,2,CA,hardware,0,0,1,0,0,8.0,1,1456,0,322,Hardware,Medium
North Carolina,35.8630913,-78.8245693,Morrisville,BlueStripe Software,operating,2007-01-01,2007-01-01,2009-04-20,0.0,2.3,2.3,5.68,17,2,13000000,3,NC,enterprise,0,0,1,1,0,1.5,1,1457,0,840,Software,High
New Jersey,40.298904,-74.521011,Tenafly,Mobiscope,closed,2012-09-01,2012-09-01,2012-11-01,0.0,0.17,0.0,0.0,4,2,600000,1,NJ,mobile,0,1,0,0,0,1.0,0,1458,0,61,software,Low
Tennessee,35.747845,-86.692345,Nashville,WellNow Urgent Care Holdings,operating,2011-01-01,2012-02-15,2013-04-12,1.12,2.28,1.0,1.0,4,2,54544948,1,TN,health,1,0,0,0,0,3.0,1,1459,410,832,Service,High
Colorado,40.0149856,-105.2705456,Boulder,Given Goods,operating,2012-01-01,2012-01-06,2013-05-06,0.01,1.35,0.16,0.16,2,3,588000,1,CO,ecommerce,0,1,0,0,0,1.0,1,1460,5,491,Software,Low
California,32.7153292,-117.1572551,San Diego,Shopventory,operating,2013-05-08,2013-05-13,2013-10-11,0.01,0.43,0.25,0.25,4,2,1000000,1,CA,analytics,1,1,0,0,0,1.0,1,1461,5,156,Software,Low
Massachusetts,42.3635847,-71.0824613,Cambridge,DapperJobs,operating,2013-03-01,2013-08-01,2013-08-01,0.42,0.42,0.0,0.0,3,1,20000,1,MA,enterprise,0,1,0,0,0,1.0,1,1462,153,153,Software,Low
California,36.116203,-119.681564,San Francisco,Whistle,operating,2012-01-01,2013-06-05,2013-06-05,1.43,1.43,1.43,1.43,10,1,6000000,1,CA,pets,0,0,1,0,0,3.0,1,1464,521,521,Service,Medium
Texas,31.054487,-97.563461,Austin,Sharegate,closed,2009-01-01,2013-05-30,2013-05-30,4.41,4.41,1.33,1.33,1,1,130000,1,TX,finance,0,0,0,0,0,1.0,0,1465,1610,1610,Service,Low
California,37.3740664,-121.9861315,Santa Clara,Kumu Networks,operating,2011-01-01,2012-09-24,2013-10-31,1.73,2.83,2.0,2.0,6,2,20425630,1,CA,mobile,0,0,1,1,0,2.0,1,1466,632,1034,software,High
Ohio,41.281754,-81.634421,Brecksville,Movable,operating,2011-01-01,2011-02-14,2013-06-04,0.12,2.42,0.67,0.67,2,2,2045000,1,OH,hardware,0,0,0,0,0,5.0,1,1467,44,885,Hardware,Medium
California,36.116203,-119.681564,Menlo Park,Mind Pirate,operating,2012-01-01,2013-07-11,2013-07-11,1.53,1.53,1.0,1.0,1,1,2500000,1,CA,games_video,0,0,0,0,0,2.0,1,1468,557,557,Software,Medium
New York,40.7172034,-73.9912267,NEW YORK,Handshake,operating,2010-01-01,2013-06-04,2013-06-04,3.42,3.42,3.67,3.67,3,1,1500000,1,NY,mobile,0,0,0,0,0,6.0,1,1470,1250,1250,software,Low
